portid,portname,month,export_tanker,portcalls_tanker,days
port20,Al Basrah (Iraq),2019-01,0,4,31
port20,Al Basrah (Iraq),2019-02,0,0,28
port20,Al Basrah (Iraq),2019-03,0,0,31
port20,Al Basrah (Iraq),2019-04,0,0,30
port20,Al Basrah (Iraq),2019-05,0,0,31
port20,Al Basrah (Iraq),2019-06,0,0,30
port20,Al Basrah (Iraq),2019-07,0,0,31
port20,Al Basrah (Iraq),2019-08,0,0,31
port20,Al Basrah (Iraq),2019-09,0,0,30
port20,Al Basrah (Iraq),2019-10,0,0,31
port20,Al Basrah (Iraq),2019-11,0,0,30
port20,Al Basrah (Iraq),2019-12,0,0,31
port20,Al Basrah (Iraq),2020-01,0,0,31
port20,Al Basrah (Iraq),2020-02,0,0,29
port20,Al Basrah (Iraq),2020-03,0,0,31
port20,Al Basrah (Iraq),2020-04,0,0,30
port20,Al Basrah (Iraq),2020-05,0,0,31
port20,Al Basrah (Iraq),2020-06,0,0,30
port20,Al Basrah (Iraq),2020-07,0,0,31
port20,Al Basrah (Iraq),2020-08,0,0,31
port20,Al Basrah (Iraq),2020-09,0,0,30
port20,Al Basrah (Iraq),2020-10,0,0,31
port20,Al Basrah (Iraq),2020-11,0,0,30
port20,Al Basrah (Iraq),2020-12,0,0,31
port20,Al Basrah (Iraq),2021-01,0,0,31
port20,Al Basrah (Iraq),2021-02,0,0,28
port20,Al Basrah (Iraq),2021-03,0,0,31
port20,Al Basrah (Iraq),2021-04,0,0,30
port20,Al Basrah (Iraq),2021-05,0,0,31
port20,Al Basrah (Iraq),2021-06,0,0,30
port20,Al Basrah (Iraq),2021-07,0,0,31
port20,Al Basrah (Iraq),2021-08,0,0,31
port20,Al Basrah (Iraq),2021-09,0,0,30
port20,Al Basrah (Iraq),2021-10,0,0,31
port20,Al Basrah (Iraq),2021-11,0,0,30
port20,Al Basrah (Iraq),2021-12,0,0,31
port20,Al Basrah (Iraq),2022-01,0,0,31
port20,Al Basrah (Iraq),2022-02,0,0,28
port20,Al Basrah (Iraq),2022-03,0,0,31
port20,Al Basrah (Iraq),2022-04,0,0,30
port20,Al Basrah (Iraq),2022-05,0,0,31
port20,Al Basrah (Iraq),2022-06,0,0,30
port20,Al Basrah (Iraq),2022-07,0,0,31
port20,Al Basrah (Iraq),2022-08,0,0,31
port20,Al Basrah (Iraq),2022-09,0,0,30
port20,Al Basrah (Iraq),2022-10,0,0,31
port20,Al Basrah (Iraq),2022-11,0,0,30
port20,Al Basrah (Iraq),2022-12,0,0,31
port20,Al Basrah (Iraq),2023-01,0,0,31
port20,Al Basrah (Iraq),2023-02,0,0,28
port20,Al Basrah (Iraq),2023-03,0,0,31
